Bird ID,Site,Course,Date,Encounter,# shots
230272,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
230269,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
230273,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
221249,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
222234,TTRS,Anders Flat,2/2/2023,Passed and Held,0
222236,TTRS,Anders Flat,2/2/2023,Passed and Held,0
222233,TTRS,Anders Flat,2/2/2023,Passed and Held,0
222237,TTRS,Anders Flat,2/2/2023,Passed and Held,0
222238,TTRS,Anders Flat,2/2/2023,Passed and Held,0
221228,TTRS,Anders Flat,2/2/2023,Passed and Held,0
220222,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
221279,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
221280,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
221277,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
221275,TTRS,Anders Flat,2/2/2023,Not Pointed Wild Flush,0
222129,TTRS,Anders Flat,2/2/2023,Pointed Wild Flush,0
230304,TTRS,Anders Flat,2/2/2023,Pointed Wild Flush,0
230310,TTRS,Anders Flat,2/2/2023,Pointed Wild Flush,0
230306,TTRS,Anders Flat,2/2/2023,Pointed Wild Flush,0
222129,TTRS,Anders Flat,2/2/2023,Pointed & Shot,2
230304,TTRS,Anders Flat,2/2/2023,Pointed & Shot,2
230310,TTRS,Anders Flat,2/2/2023,Pointed & Shot,2
230306,TTRS,Anders Flat,2/2/2023,Pointed & Shot,2
201252,TTRS,Anders Flat,2/2/2023,Passed and Held,0
230225,TTRS,Anders Flat,2/2/2023,Passed and Held,0
201252,TTRS,Anders Flat,2/2/2023,Pointed & Shot,4
230225,TTRS,Anders Flat,2/2/2023,Pointed & Shot,4
201037,TTRS,Beadel,2/3/2023,Pointed & Shot,2
211119,TTRS,Beadel,2/3/2023,Pointed Wild Flush,0
221013,TTRS,Beadel,2/3/2023,Pointed Wild Flush,0
221015,TTRS,Beadel,2/3/2023,Pointed Wild Flush,0
230089,TTRS,Beadel,2/3/2023,Pointed Wild Flush,0
230092,TTRS,Beadel,2/3/2023,Pointed Wild Flush,0
230007,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230029,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230007,TTRS,Beadel,2/3/2023,Pointed & Shot,2
230029,TTRS,Beadel,2/3/2023,Pointed & Shot,2
230035,TTRS,Beadel,2/3/2023,Pointed & Shot,1
191122,TTRS,Beadel,2/3/2023,Pointed & Shot,1
210025,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230018,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230019,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230020,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230043,TTRS,Beadel,2/3/2023,Pointed & Shot,1
230018,TTRS,Beadel,2/3/2023,Pointed & Shot,1
201003,TTRS,Beadel,2/3/2023,Not Encountered,0
221009,TTRS,Beadel,2/3/2023,Not Encountered,0
221426,TTRS,Buttler,2/2/2023,Passed and Held,0
221430,TTRS,Buttler,2/2/2023,Passed and Held,0
221427,TTRS,Buttler,2/2/2023,Passed and Held,0
221428,TTRS,Buttler,2/2/2023,Passed and Held,0
230407,TTRS,Buttler,2/2/2023,Passed and Held,0
230442,TTRS,Buttler,2/2/2023,Passed and Held,0
230466,TTRS,Buttler,2/2/2023,Not Encountered ,0
230463,TTRS,Buttler,2/2/2023,Not Encountered ,0
230462,TTRS,Buttler,2/2/2023,Not Encountered ,0
230456,TTRS,Buttler,2/2/2023,Not Encountered ,0
230452,TTRS,Buttler,2/2/2023,Not Encountered ,0
230468,TTRS,Buttler,2/2/2023,Not Encountered ,0
230491,TTRS,Buttler,2/2/2023,Passed and Ran,0
230423,TTRS,Buttler,2/2/2023,Passed and Ran,0
221417,TTRS,Buttler,2/2/2023,Pointed & Shot,2
201444,TTRS,Buttler,2/2/2023,Pointed & Shot,2
221412,TTRS,Buttler,2/2/2023,Pointed & Shot,2
221413,TTRS,Buttler,2/2/2023,Pointed & Shot,2
221420,TTRS,Buttler,2/2/2023,Pointed & Shot,2
221415,TTRS,Buttler,2/2/2023,Pointed & Shot,2
221417,TTRS,Buttler,2/2/2023,Pointed & Shot,1
201444,TTRS,Buttler,2/2/2023,Pointed & Shot,1
221412,TTRS,Buttler,2/2/2023,Pointed & Shot,1
230440,TTRS,Buttler,2/2/2023,Passed and Held,0
230440,TTRS,Buttler,2/2/2023,Pointed Wild Flush,0
230426,TTRS,Buttler,2/2/2023,Not Encountered ,0
230427,TTRS,Buttler,2/2/2023,Not Encountered ,0
230438,TTRS,Buttler,2/2/2023,Not Encountered ,0
221426,TTRS,Buttler,2/9/2023,Passed and Held,0
221430,TTRS,Buttler,2/9/2023,Passed and Held,0
221427,TTRS,Buttler,2/9/2023,Passed and Held,0
230456,TTRS,Buttler,2/9/2023,Passed and Held,0
230463,TTRS,Buttler,2/9/2023,Passed and Held,0
230462,TTRS,Buttler,2/9/2023,Passed and Held,0
230452,TTRS,Buttler,2/9/2023,Passed and Held,0
230466,TTRS,Buttler,2/9/2023,Not Encountered ,0
230468,TTRS,Buttler,2/9/2023,Not Encountered ,0
230491,TTRS,Buttler,2/9/2023,Passed and Held,0
230423,TTRS,Buttler,2/9/2023,Passed and Held,0
230426,TTRS,Buttler,2/9/2023,Not Encountered ,0
230427,TTRS,Buttler,2/9/2023,Not Encountered ,0
230438,TTRS,Buttler,2/9/2023,Not Encountered ,0
221417,TTRS,Buttler,2/9/2023,Pointed & Shot,2
201444,TTRS,Buttler,2/9/2023,Pointed & Shot,2
221412,TTRS,Buttler,2/9/2023,Pointed & Shot,2
221413,TTRS,Buttler,2/9/2023,Pointed & Shot,2
221420,TTRS,Buttler,2/9/2023,Pointed & Shot,2
221415,TTRS,Buttler,2/9/2023,Pointed & Shot,2
230407,TTRS,Buttler,2/9/2023,Pointed & Shot,2
230442,TTRS,Buttler,2/9/2023,Pointed & Shot,2
230440,TTRS,Buttler,2/9/2023,Pointed Wild Flush,0
230691,TTRS,Cypress,2/2/2023,Passed and Held,0
230693,TTRS,Cypress,2/2/2023,Passed and Held,0
230690,TTRS,Cypress,2/2/2023,Passed and Held,0
221627,TTRS,Cypress,2/2/2023,Wild Flush,1
211629,TTRS,Cypress,2/2/2023,Wild Flush,1
221624,TTRS,Cypress,2/2/2023,Wild Flush,1
221629,TTRS,Cypress,2/2/2023,Wild Flush,1
230664,TTRS,Cypress,2/2/2023,Pointed Wild Flush,0
230670,TTRS,Cypress,2/2/2023,Pointed Wild Flush,0
230735,TTRS,Cypress,2/2/2023,Pointed & Shot,3
211439,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230734,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230732,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230466,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230463,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230462,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230456,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230452,TTRS,Cypress,2/2/2023,Pointed & Shot,3
230468,TTRS,Cypress,2/2/2023,Pointed & Shot,2
230735,TTRS,Cypress,2/26/2023,Pointed & Shot,2
211439,TTRS,Cypress,2/26/2023,Pointed & Shot,2
230734,TTRS,Cypress,2/26/2023,Pointed & Shot,2
230732,TTRS,Cypress,2/26/2023,Pointed & Shot,2
230691,TTRS,Cypress,2/26/2023,Passed and Held,0
230693,TTRS,Cypress,2/26/2023,Passed and Held,0
230690,TTRS,Cypress,2/26/2023,Passed and Held,0
221627,TTRS,Cypress,2/26/2023,Pointed and Ran,0
211629,TTRS,Cypress,2/26/2023,Pointed and Ran,0
221624,TTRS,Cypress,2/26/2023,Pointed and Ran,0
221629,TTRS,Cypress,2/26/2023,Pointed and Ran,0
230007,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
230029,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221019,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221020,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221021,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221017,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
230011,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221018,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
221030,TTRS,Tripsacum,2/9/2023,Passed and Ran,0
220117,TTRS,Tripsacum,2/9/2023,Wild Flush,0
230030,TTRS,Tripsacum,2/9/2023,Wild Flush,0
220152,TTRS,Tripsacum,2/9/2023,Wild Flush,0
220117,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,2
230030,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,2
220152,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,2
221207,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
220043,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
221206,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
201106,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
221204,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
221209,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
220088,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
230213,TTRS,Tripsacum,2/9/2023,Pointed Wild Flush,0
220043,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
221206,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
201106,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
221204,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
220088,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
230213,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
221209,TTRS,Tripsacum,2/9/2023,Pointed & Shot,2
221207,TTRS,Tripsacum,2/9/2023,Passed and Held,0
230030,TTRS,Tripsacum,2/9/2023,Pointed & Shot,4
222011,TTRS,Tripsacum,2/9/2023,Not Encountered,0
222026,TTRS,Tripsacum,2/9/2023,Not Encountered,0
221028,TTRS,Tripsacum,2/9/2023,Not Encountered,0
222012,TTRS,Tripsacum,2/9/2023,Not Encountered,0
221223,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,2
221224,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,2
221221,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,2
221225,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,2
221223,TTRS,Woodyard,2/3/2023,Passed and Ran,0
221224,TTRS,Woodyard,2/3/2023,Passed and Ran,0
221221,TTRS,Woodyard,2/3/2023,Passed and Ran,0
221225,TTRS,Woodyard,2/3/2023,Passed and Ran,0
211209,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,0
221223,TTRS,Woodyard,2/3/2023,Passed and Held,0
221224,TTRS,Woodyard,2/3/2023,Passed and Held,0
221221,TTRS,Woodyard,2/3/2023,Passed and Held,0
221225,TTRS,Woodyard,2/3/2023,Passed and Held,0
221286,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,0
230252,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,0
221284,TTRS,Woodyard,2/3/2023,Not Pointed Wild Flush,0
211209,TTRS,Woodyard,2/6/2023,Not Pointed Wild Flush,0
221223,TTRS,Woodyard,2/17/2023,Not Encountered,0
221224,TTRS,Woodyard,2/17/2023,Not Encountered,0
221221,TTRS,Woodyard,2/17/2023,Not Encountered,0
221225,TTRS,Woodyard,2/17/2023,Not Encountered,0
211209,TTRS,Woodyard,2/17/2023,Passed and Ran,0
211209,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221228,TTRS,Woodyard,2/17/2023,Not Encountered,0
222234,TTRS,Woodyard,2/17/2023,Not Encountered,0
222233,TTRS,Woodyard,2/17/2023,Not Encountered,0
222238,TTRS,Woodyard,2/17/2023,Not Encountered,0
221279,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221231,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221280,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221277,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221275,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221279,TTRS,Woodyard,2/17/2023,Not Pointed Wild Flush,4
221231,TTRS,Woodyard,2/17/2023,Not Pointed Wild Flush,4
221280,TTRS,Woodyard,2/17/2023,Not Pointed Wild Flush,4
221277,TTRS,Woodyard,2/17/2023,Not Pointed Wild Flush,4
222129,TTRS,Woodyard,2/17/2023,Pointed & Shot,2
230304,TTRS,Woodyard,2/17/2023,Pointed & Shot,2
230310,TTRS,Woodyard,2/17/2023,Pointed & Shot,2
230306,TTRS,Woodyard,2/17/2023,Pointed & Shot,2
221286,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
230252,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
221284,TTRS,Woodyard,2/17/2023,Pointed & Shot,4
240025,TTRS,Collins,1/29/2024,Not Encountered,0
230134,TTRS,Collins,1/29/2024,Not Encountered,0
240026,TTRS,Collins,1/29/2024,Not Encountered,0
240028,TTRS,Collins,1/29/2024,Not Encountered,0
231033,TTRS,Collins,1/29/2024,Pointed and Ran,0
240066,TTRS,Collins,1/29/2024,Pointed & Shot,1
240003,TTRS,Collins,1/29/2024,Pointed & Shot,1
240008,TTRS,Collins,1/29/2024,Pointed & Shot,1
240079,TTRS,Collins,1/29/2024,Pointed & Shot,4
240078,TTRS,Collins,1/29/2024,Pointed & Shot,4
240074,TTRS,Collins,1/29/2024,Pointed & Shot,4
210047,TTRS,Collins,1/29/2024,Pointed & Shot,4
240079,TTRS,Collins,1/29/2024,Pointed Wild Flush,0
240078,TTRS,Collins,1/29/2024,Pointed Wild Flush,0
240074,TTRS,Collins,1/29/2024,Pointed Wild Flush,0
210047,TTRS,Collins,1/29/2024,Pointed Wild Flush,0
232035,TTRS,Cypress,1/30/2024,Passed and Held,0
232036,TTRS,Cypress,1/30/2024,Passed and Held,0
230124,TTRS,Cypress,1/30/2024,Passed and Held,0
240657,TTRS,Cypress,1/30/2024,Passed and Held,0
232044,TTRS,Cypress,1/30/2024,Passed and Held,0
230667,TTRS,Cypress,1/30/2024,Passed and Held,0
230643,TTRS,Cypress,1/30/2024,Pointed Wild Flush,0
240635,TTRS,Cypress,1/30/2024,Pointed Wild Flush,0
221626,TTRS,Cypress,1/30/2024,Pointed Wild Flush,0
240634,TTRS,Cypress,1/30/2024,Pointed Wild Flush,0
240612,TTRS,Cypress,1/30/2024,Not Pointed Wild Flush,2
230670,TTRS,Cypress,1/30/2024,Not Pointed Wild Flush,2
231408,TTRS,Cypress,1/30/2024,Not Pointed Wild Flush,2
240612,TTRS,Cypress,1/30/2024,Pointed Wild Flush,2
230670,TTRS,Cypress,1/30/2024,Pointed Wild Flush,2
231408,TTRS,Cypress,1/30/2024,Pointed Wild Flush,2
240612,TTRS,Cypress,1/30/2024,Pointed & Shot,4
230670,TTRS,Cypress,1/30/2024,Pointed & Shot,4
231408,TTRS,Cypress,1/30/2024,Pointed & Shot,4
231408,TTRS,Cypress,1/30/2024,Pointed & Shot,1
232035,TTRS,Cypress,1/30/2024,Pointed & Shot,3
232036,TTRS,Cypress,1/30/2024,Pointed & Shot,3
230124,TTRS,Cypress,1/30/2024,Pointed & Shot,3
240657,TTRS,Cypress,1/30/2024,Pointed & Shot,3
232044,TTRS,Cypress,1/30/2024,Pointed & Shot,3
230667,TTRS,Cypress,1/30/2024,Pointed & Shot,3
232036,TTRS,Cypress,1/30/2024,Pointed & Shot,4
230124,TTRS,Cypress,1/30/2024,Pointed & Shot,4
240657,TTRS,Cypress,1/30/2024,Pointed & Shot,4
232044,TTRS,Cypress,1/30/2024,Pointed & Shot,4
230667,TTRS,Cypress,1/30/2024,Pointed & Shot,4
231630,TTRS,Cypress,1/30/2024,Pointed and Ran,0
230715,TTRS,Cypress,1/30/2024,Pointed and Ran,0
230792,TTRS,Cypress,1/30/2024,Pointed and Ran,0
230634,TTRS,Cypress,1/30/2024,Pointed and Ran,0
231611,TTRS,Cypress,1/30/2024,Pointed and Ran,0
210609,TTRS,Cypress,1/30/2024,Not Encountered,0
240216,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,1
240217,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,1
240218,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,1
231210,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
240230,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
230341,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
240204,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
240203,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
240202,TTRS,Hall Island,1/31/2024,Not Pointed Wild Flush,0
240273,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240220,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240274,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240276,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240272,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240275,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,1
240221,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,0
240223,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,0
240219,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,0
240271,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,0
240222,TTRS,Hall Island,1/31/2024,Pointed Wild Flush,0
230363,TTRS,Hall Island,1/31/2024,Passed and Ran,0
240270,TTRS,Hall Island,1/31/2024,Passed and Ran,0
240433,TTRS,Buttler,2/1/2024,Pointed and Ran,0
240434,TTRS,Buttler,2/1/2024,Pointed and Ran,0
240432,TTRS,Buttler,2/1/2024,Pointed and Ran,0
240437,TTRS,Buttler,2/1/2024,Pointed and Ran,0
231418,TTRS,Buttler,2/1/2024,Pointed and Ran,0
220516,TTRS,Buttler,2/1/2024,Pointed and Ran,0
230494,TTRS,Buttler,2/1/2024,Pointed and Ran,0
231420,TTRS,Buttler,2/1/2024,Pointed and Ran,0
240413,TTRS,Buttler,2/1/2024,Pointed and Ran,0
240412,TTRS,Buttler,2/1/2024,Pointed and Ran,0
230532,TTRS,Buttler,2/1/2024,Pointed and Ran,0
230494,TTRS,Buttler,2/1/2024,Pointed & Shot,1
231420,TTRS,Buttler,2/1/2024,Pointed & Shot,1
240413,TTRS,Buttler,2/1/2024,Pointed & Shot,1
240412,TTRS,Buttler,2/1/2024,Pointed & Shot,1
230532,TTRS,Buttler,2/1/2024,Pointed & Shot,1
231419,TTRS,Buttler,2/1/2024,Pointed & Shot,1
232074,TTRS,Buttler,2/1/2024,Pointed & Shot,1
231419,TTRS,Buttler,2/1/2024,Pointed & Shot,2
232074,TTRS,Buttler,2/1/2024,Pointed & Shot,2
240465,TTRS,Buttler,2/1/2024,Pointed & Shot,2
220461,TTRS,Buttler,2/1/2024,Pointed & Shot,2
231404,TTRS,Buttler,2/1/2024,Not Encountered,0
240441,TTRS,Buttler,2/1/2024,Not Encountered,0
240438,TTRS,Buttler,2/1/2024,Not Encountered,0
231406,TTRS,Buttler,2/1/2024,Passed and Held,0
231033,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
231033,TTRS,Collins,2/6/2024,Pointed & Shot,3
230081,TTRS,Collins,2/6/2024,Pointed & Shot,3
231011,TTRS,Collins,2/6/2024,Pointed & Shot,3
231015,TTRS,Collins,2/6/2024,Pointed & Shot,3
231014,TTRS,Collins,2/6/2024,Pointed & Shot,3
240078,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
210047,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
240079,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
240074,TTRS,Collins,2/6/2024,Pointed & Shot,4
240025,TTRS,Collins,2/6/2024,Pointed & Shot,4
230134,TTRS,Collins,2/6/2024,Pointed & Shot,4
240026,TTRS,Collins,2/6/2024,Pointed & Shot,4
240028,TTRS,Collins,2/6/2024,Pointed & Shot,4
240066,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
240003,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
240008,TTRS,Collins,2/6/2024,Not Pointed Wild Flush,0
232085,TTRS,Beadel,2/7/2024,Pointed & Shot,3
231008,TTRS,Beadel,2/7/2024,Pointed & Shot,3
231006,TTRS,Beadel,2/7/2024,Pointed & Shot,3
232085,TTRS,Beadel,2/7/2024,Pointed and Ran,0
231008,TTRS,Beadel,2/7/2024,Pointed and Ran,0
231006,TTRS,Beadel,2/7/2024,Pointed and Ran,0
240046,TTRS,Beadel,2/7/2024,Pointed Wild Flush,0
240047,TTRS,Beadel,2/7/2024,Pointed Wild Flush,0
231021,TTRS,Beadel,2/7/2024,Passed and Ran,0
230071,TTRS,Beadel,2/7/2024,Passed and Ran,0
231017,TTRS,Beadel,2/7/2024,Passed and Ran,0
231020,TTRS,Beadel,2/7/2024,Passed and Ran,0
231024,TTRS,Beadel,2/7/2024,Passed and Ran,0
230081,TTRS,Beadel,2/7/2024,Passed and Held,0
231011,TTRS,Beadel,2/7/2024,Passed and Held,0
231015,TTRS,Beadel,2/7/2024,Passed and Held,0
231014,TTRS,Beadel,2/7/2024,Passed and Held,0
230088,TTRS,Beadel,2/7/2024,Not Pointed Wild Flush,0
240021,TTRS,Beadel,2/7/2024,Not Pointed Wild Flush,0
232036,TTRS,Cypress,2/9/2024,Passed and Held,0
240657,TTRS,Cypress,2/9/2024,Passed and Held,0
240612,TTRS,Cypress,2/9/2024,Passed and Held,0
230667,TTRS,Cypress,2/9/2024,Passed and Held,0
232044,TTRS,Cypress,2/9/2024,Passed and Held,0
230643,TTRS,Cypress,2/9/2024,Passed and Held,0
240635,TTRS,Cypress,2/9/2024,Passed and Held,0
221626,TTRS,Cypress,2/9/2024,Passed and Held,0
210609,TTRS,Cypress,2/9/2024,Not Pointed Wild Flush,0
230670,TTRS,Cypress,2/9/2024,Pointed and Ran,0
230435,TTRS,Cypress,2/9/2024,Pointed and Ran,0
240612,TTRS,Cypress,2/9/2024,Not Pointed Wild Flush,0
210609,TTRS,Cypress,2/16/2024,Passed and Held,0
230643,TTRS,Cypress,2/16/2024,Passed and Held,0
240635,TTRS,Cypress,2/16/2024,Passed and Held,0
221626,TTRS,Cypress,2/16/2024,Passed and Held,0
230670,TTRS,Cypress,2/16/2024,Passed and Ran,0
230435,TTRS,Cypress,2/16/2024,Passed and Ran,0
232036,TTRS,Cypress,2/16/2024,Wild Flush,0
240657,TTRS,Cypress,2/16/2024,Wild Flush,0
230667,TTRS,Cypress,2/16/2024,Wild Flush,0
232044,TTRS,Cypress,2/16/2024,Wild Flush,0
240612,TTRS,Cypress,2/16/2024,Wild Flush,0
240267,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240265,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240268,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240269,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240266,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240216,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240217,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240218,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240216,TTRS,Hall Island,2/9/2024,Not Pointed Wild Flush,0
240217,TTRS,Hall Island,2/9/2024,Not Pointed Wild Flush,0
240218,TTRS,Hall Island,2/9/2024,Not Pointed Wild Flush,0
240273,TTRS,Hall Island,2/9/2024,Pointed & Shot,2
240220,TTRS,Hall Island,2/9/2024,Pointed & Shot,2
240274,TTRS,Hall Island,2/9/2024,Pointed & Shot,2
240276,TTRS,Hall Island,2/9/2024,Pointed & Shot,2
240275,TTRS,Hall Island,2/9/2024,Pointed & Shot,2
240221,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240223,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240219,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240271,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240222,TTRS,Hall Island,2/9/2024,Pointed and Ran,0
240273,TTRS,Hall Island,2/9/2024,Passed and Held,0
240220,TTRS,Hall Island,2/9/2024,Passed and Held,0
240274,TTRS,Hall Island,2/9/2024,Passed and Held,0
240276,TTRS,Hall Island,2/9/2024,Passed and Held,0
240275,TTRS,Hall Island,2/9/2024,Passed and Held,0
240270,TTRS,Hall Island,2/9/2024,Pointed Wild Flush,0
240230,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
230341,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240204,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240203,TTRS,Hall Island,2/9/2024,Pointed & Shot,1
240230,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,0
240204,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,0
240203,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,0
240230,TTRS,Hall Island,2/15/2024,Pointed & Shot,1
240204,TTRS,Hall Island,2/15/2024,Pointed & Shot,1
240203,TTRS,Hall Island,2/15/2024,Pointed & Shot,1
240216,TTRS,Hall Island,2/15/2024,Passed and Held,0
240217,TTRS,Hall Island,2/15/2024,Passed and Held,0
240218,TTRS,Hall Island,2/15/2024,Passed and Held,0
240267,TTRS,Hall Island,2/15/2024,Pointed & Shot,3
240265,TTRS,Hall Island,2/15/2024,Pointed & Shot,3
240268,TTRS,Hall Island,2/15/2024,Pointed & Shot,3
240269,TTRS,Hall Island,2/15/2024,Pointed & Shot,3
240266,TTRS,Hall Island,2/15/2024,Pointed & Shot,3
240265,TTRS,Hall Island,2/15/2024,Pointed and Ran,0
240268,TTRS,Hall Island,2/15/2024,Pointed and Ran,0
240269,TTRS,Hall Island,2/15/2024,Pointed and Ran,0
240266,TTRS,Hall Island,2/15/2024,Pointed and Ran,0
240270,TTRS,Hall Island,2/15/2024,Pointed and Ran,0
240221,TTRS,Hall Island,2/15/2024,Pointed Wild Flush,0
240223,TTRS,Hall Island,2/15/2024,Pointed Wild Flush,0
240219,TTRS,Hall Island,2/15/2024,Pointed Wild Flush,0
240222,TTRS,Hall Island,2/15/2024,Pointed Wild Flush,0
240273,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,3
240220,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,3
240274,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,3
240276,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,3
240275,TTRS,Hall Island,2/15/2024,Not Pointed Wild Flush,3
231215,TTRS,Hall Island,2/15/2024,Passed and Ran,0
230257,TTRS,Hall Island,2/15/2024,Passed and Ran,0
231213,TTRS,Hall Island,2/15/2024,Passed and Ran,0
230258,TTRS,Hall Island,2/15/2024,Passed and Ran,0
231217,TTRS,Hall Island,2/15/2024,Passed and Ran,0
201217,TTRS,Hall Island,2/15/2024,Passed and Ran,0
222201,TTRS,Hall Island,2/15/2024,Passed and Ran,0
230363,TTRS,Hall Island,2/15/2024,Passed and Ran,0
232085,TTRS,Beadel,2/13/2024,Pointed Wild Flush,0
231008,TTRS,Beadel,2/13/2024,Pointed Wild Flush,0
231006,TTRS,Beadel,2/13/2024,Pointed Wild Flush,0
240046,TTRS,Beadel,2/13/2024,Pointed Wild Flush,0
240047,TTRS,Beadel,2/13/2024,Pointed Wild Flush,0
240046,TTRS,Beadel,2/13/2024,Passed and Held,0
